"User_Id","Min_Aft","Min_Eve","Min_Mid","Buy_Coin","Buy_Dia","Buy_Car"
"68BT209h8P",5,13,128,0,708,33
"68BT209h8P",6,11,144,0,533,0
"68BT209h8P",4,10,111,0,595,32
"68BT209h8P",3,18,57,0,549,44
"dbtkQlDMQY",7,16,221,0,353,19
"dbtkQlDMQY",5,15,124,0,701,26
"dbtkQlDMQY",5,12,142,10,690,27
"dbtkQlDMQY",6,13,174,30,672,33
"dbtkQlDMQY",6,11,112,0,625,30
"Zmx2CAU19u",7,11,39,0,476,43
"Zmx2CAU19u",3,14,133,10,117,29
"Zmx2CAU19u",3,14,159,0,457,38
"Zmx2CAU19u",3,10,102,0,585,37
"Zmx2CAU19u",6,9,67,0,446,35
"JuOWNco99u",4,8,147,0,812,29
"JuOWNco99u",7,12,77,0,557,34
"JuOWNco99u",6,15,136,0,615,20
"JuOWNco99u",5,12,74,0,695,33
"JuOWNco99u",5,17,87,30,810,29
"89vN9z5rfF",5,16,128,0,725,34
"89vN9z5rfF",6,9,69,0,129,33
"89vN9z5rfF",6,14,135,0,645,35
"89vN9z5rfF",4,18,142,0,629,33
"89vN9z5rfF",5,13,90,0,541,0
"hrmn77QIpp",4,14,115,0,564,0
"hrmn77QIpp",5,14,85,0,619,33
"hrmn77QIpp",5,13,182,0,594,13
"hrmn77QIpp",5,11,141,30,424,27
"hrmn77QIpp",6,5,89,0,722,31
"DX6tx3BRRS",8,14,177,0,681,0
"DX6tx3BRRS",6,16,158,0,422,41
"DX6tx3BRRS",5,11,120,0,595,39
"DX6tx3BRRS",5,10,135,0,627,41
"DX6tx3BRRS",7,19,129,0,422,34
"PjT4oYVLsb",6,13,126,0,574,34
"PjT4oYVLsb",4,11,85,0,376,16
"PjT4oYVLsb",8,12,143,0,515,0
"PjT4oYVLsb",6,9,89,0,674,32
"PjT4oYVLsb",5,13,168,0,533,30
"M5KXrdlwhD",5,5,136,0,699,17
"M5KXrdlwhD",6,10,127,0,891,11
"M5KXrdlwhD",5,15,104,0,772,33
"M5KXrdlwhD",6,16,199,0,441,20
"M5KXrdlwhD",5,10,144,0,438,34
"L9W0lYTyuw",5,13,85,0,680,17
"L9W0lYTyuw",6,12,113,0,806,33
"L9W0lYTyuw",5,14,134,0,570,29
"L9W0lYTyuw",6,6,86,0,872,23
"L9W0lYTyuw",6,7,162,0,692,0
"cOXRxfbdSr",8,16,149,0,225,30
"cOXRxfbdSr",2,7,92,0,340,33
"cOXRxfbdSr",5,18,78,0,697,41
"cOXRxfbdSr",3,13,80,0,729,20
"cOXRxfbdSr",6,4,208,0,838,28
"V9AGYLtIK6",7,14,111,0,636,0
"V9AGYLtIK6",6,14,168,0,436,27
"V9AGYLtIK6",2,5,163,0,731,44
"V9AGYLtIK6",3,6,124,0,585,45
"V9AGYLtIK6",5,14,126,30,601,24
"Lz8CGUklvE",4,18,88,0,647,41
"Lz8CGUklvE",4,11,80,0,557,20
"Lz8CGUklvE",7,12,109,0,529,45
"Lz8CGUklvE",4,11,152,0,630,27
"Lz8CGUklvE",6,13,108,0,694,21
"jKDLdojp4z",2,6,38,0,613,29
"jKDLdojp4z",4,9,102,0,710,27
"jKDLdojp4z",4,15,140,0,744,19
"jKDLdojp4z",7,14,175,0,527,25
"jKDLdojp4z",7,15,103,0,473,0
"IleeCRskYq",4,9,33,0,620,25
"IleeCRskYq",4,12,155,0,765,35
"IleeCRskYq",6,15,128,0,534,38
"IleeCRskYq",4,13,153,0,688,25
"IleeCRskYq",5,12,116,0,464,29
"asHnh1dBnL",5,15,148,0,555,32
"asHnh1dBnL",5,12,89,0,431,29
"asHnh1dBnL",5,13,137,0,709,9
"asHnh1dBnL",5,7,76,0,849,31
"asHnh1dBnL",4,13,163,10,583,29
"rCJjX0fdqy",5,12,102,0,281,29
"rCJjX0fdqy",5,12,117,0,585,28
"rCJjX0fdqy",4,16,104,0,661,18
"rCJjX0fdqy",6,15,69,0,649,26
"rCJjX0fdqy",6,7,127,0,425,10
"xPeVF0aLvz",7,8,46,0,634,0
"xPeVF0aLvz",5,11,56,0,537,0
"xPeVF0aLvz",7,17,124,0,612,22
"xPeVF0aLvz",3,11,91,0,733,32
"xPeVF0aLvz",4,16,136,0,640,29
"44uhJG9UTB",3,15,149,0,748,0
"44uhJG9UTB",6,7,53,0,437,28
"44uhJG9UTB",5,10,126,0,727,27
"44uhJG9UTB",6,12,121,0,485,29
"44uhJG9UTB",4,15,97,0,433,34
"EJvBWraxgv",5,9,119,0,376,30
"EJvBWraxgv",6,13,118,0,761,33
"EJvBWraxgv",6,9,153,0,695,33
"EJvBWraxgv",6,11,91,0,523,32
"EJvBWraxgv",4,12,117,0,477,27
"j5jndcRIKo",6,11,133,0,618,39
"j5jndcRIKo",5,18,116,0,390,32
"j5jndcRIKo",7,12,104,0,779,0
"j5jndcRIKo",5,12,91,0,468,0
"j5jndcRIKo",4,13,139,0,643,35
"TcnuJKce53",4,11,147,0,362,40
"TcnuJKce53",5,13,115,10,494,26
"TcnuJKce53",3,11,131,0,591,22
"TcnuJKce53",4,17,140,0,431,0
"TcnuJKce53",5,8,116,0,778,40
"C07dH8B1OC",5,15,122,0,644,35
"C07dH8B1OC",6,11,129,0,620,28
"C07dH8B1OC",5,13,157,30,411,29
"C07dH8B1OC",7,5,104,0,877,29
"C07dH8B1OC",5,8,142,10,711,26
"bcao5228OW",3,10,93,0,790,31
"bcao5228OW",5,17,105,0,333,30
"bcao5228OW",5,13,101,0,507,32
"bcao5228OW",4,15,157,10,700,32
"bcao5228OW",6,9,78,30,971,25
"PBSQAOMPgK",7,11,124,30,530,14
"PBSQAOMPgK",5,15,119,0,345,26
"PBSQAOMPgK",5,14,131,0,735,36
"PBSQAOMPgK",7,17,138,0,580,28
"PBSQAOMPgK",6,11,93,0,700,38
"ZKV2nPgec4",4,17,101,0,696,26
"ZKV2nPgec4",5,6,155,0,380,34
"ZKV2nPgec4",5,16,139,30,716,31
"ZKV2nPgec4",7,13,149,0,451,33
"ZKV2nPgec4",6,12,122,0,644,40
"3Olx8pepfY",8,9,115,0,1030,42
"3Olx8pepfY",5,14,75,10,605,33
"3Olx8pepfY",4,12,72,0,901,0
"3Olx8pepfY",5,14,56,0,554,28
"3Olx8pepfY",4,13,108,0,663,25
"7kFPFlAlXS",4,11,111,0,742,0
"7kFPFlAlXS",8,14,155,0,422,25
"7kFPFlAlXS",6,15,198,0,358,45
"7kFPFlAlXS",5,16,92,10,457,32
"7kFPFlAlXS",6,13,115,0,757,0
"nRakhbGsD9",8,11,166,30,801,36
"nRakhbGsD9",5,8,105,0,805,29
"nRakhbGsD9",5,10,137,0,741,34
"nRakhbGsD9",5,14,148,0,530,40
"nRakhbGsD9",3,15,90,0,535,23
"aXa3iv0nxL",5,9,120,0,609,32
"aXa3iv0nxL",5,12,95,0,783,19
"aXa3iv0nxL",5,11,32,0,521,31
"aXa3iv0nxL",4,8,132,0,661,28
"aXa3iv0nxL",7,10,124,0,729,28
"cFwCAQ8Mhh",4,14,70,0,207,31
"cFwCAQ8Mhh",6,11,116,30,597,21
"cFwCAQ8Mhh",5,12,132,0,868,34
"cFwCAQ8Mhh",4,11,129,0,393,39
"cFwCAQ8Mhh",6,8,151,0,527,0
"jXYLaz6rxM",8,7,123,10,759,34
"jXYLaz6rxM",5,14,48,0,513,23
"jXYLaz6rxM",7,11,169,0,527,23
"jXYLaz6rxM",5,10,73,0,608,33
"jXYLaz6rxM",7,13,154,0,263,39
"FCZXTbmzyM",7,12,153,0,661,38
"FCZXTbmzyM",4,18,86,0,963,0
"FCZXTbmzyM",3,13,15,0,862,41
"FCZXTbmzyM",3,16,99,30,370,44
"FCZXTbmzyM",6,13,95,0,653,28
"eRUq6SHAPL",4,13,137,0,841,15
"eRUq6SHAPL",6,12,135,0,645,32
"eRUq6SHAPL",3,13,115,0,669,25
"eRUq6SHAPL",6,13,139,0,659,31
"eRUq6SHAPL",2,13,146,0,546,27
"wVtnRS6hHh",5,12,94,0,527,38
"wVtnRS6hHh",8,15,118,0,754,27
"wVtnRS6hHh",6,13,106,0,571,35
"wVtnRS6hHh",6,14,140,0,368,33
"wVtnRS6hHh",5,8,116,0,589,34
"s6NL1XoBxK",4,11,148,0,802,34
"s6NL1XoBxK",5,13,90,0,686,0
"s6NL1XoBxK",3,13,141,0,573,0
"s6NL1XoBxK",6,9,97,0,467,43
"s6NL1XoBxK",5,9,134,0,688,35
"IuLfhcKxTX",5,16,165,0,419,32
"IuLfhcKxTX",5,11,113,0,642,29
"IuLfhcKxTX",7,15,121,0,934,14
"IuLfhcKxTX",3,17,134,0,559,32
"IuLfhcKxTX",3,12,131,0,533,29
"CKkLIsirJK",3,14,110,0,591,33
"CKkLIsirJK",4,13,104,0,374,31
"CKkLIsirJK",5,10,105,0,584,37
"CKkLIsirJK",3,13,107,0,447,38
"CKkLIsirJK",6,13,124,0,656,37
"3jVXsZ6618",5,8,85,0,682,30
"3jVXsZ6618",6,6,143,0,325,32
"3jVXsZ6618",5,10,134,0,627,36
"3jVXsZ6618",3,12,107,0,579,35
"3jVXsZ6618",5,10,88,0,940,20
"z2C0BGvBFR",7,9,150,0,483,20
"z2C0BGvBFR",4,12,138,0,556,32
"z2C0BGvBFR",6,9,166,0,683,29
"z2C0BGvBFR",5,10,144,10,346,26
"z2C0BGvBFR",8,8,121,0,675,31
"hQfUCNwTbO",4,12,157,0,418,30
"hQfUCNwTbO",3,11,164,0,410,36
"hQfUCNwTbO",5,8,71,0,723,35
"hQfUCNwTbO",5,9,88,0,663,22
"hQfUCNwTbO",3,12,156,0,587,33
"3kil3wXWXv",8,13,97,0,687,32
"3kil3wXWXv",5,15,81,10,304,30
"3kil3wXWXv",7,12,117,0,691,24
"3kil3wXWXv",4,19,103,0,640,30
"3kil3wXWXv",5,14,152,0,694,25
"ZFLJjni01X",59,19,17,0,0,0
"ZFLJjni01X",54,17,18,0,0,0
"ZFLJjni01X",55,18,28,0,0,0
"ZFLJjni01X",63,19,23,0,0,0
"ZFLJjni01X",37,11,24,0,0,0
"G6akM96uZM",56,15,17,31,0,0
"G6akM96uZM",54,16,17,0,0,0
"G6akM96uZM",40,15,17,0,0,0
"G6akM96uZM",53,14,17,0,0,0
"G6akM96uZM",50,15,16,0,0,0
"bQKBhPzzKC",47,17,25,0,0,0
"bQKBhPzzKC",43,14,15,0,0,0
"bQKBhPzzKC",60,8,24,0,0,0
"bQKBhPzzKC",49,11,11,0,0,0
"bQKBhPzzKC",65,13,26,0,0,0
"el9uCTEiOQ",44,8,21,0,0,0
"el9uCTEiOQ",54,15,20,0,0,33
"el9uCTEiOQ",62,15,29,0,0,41
"el9uCTEiOQ",60,19,22,0,0,0
"el9uCTEiOQ",64,19,13,0,0,23
"niAGYXUWlj",41,18,29,0,0,0
"niAGYXUWlj",56,16,10,0,0,0
"niAGYXUWlj",53,17,18,0,0,0
"niAGYXUWlj",44,11,10,0,0,0
"niAGYXUWlj",59,16,18,0,0,0
"wIPq652khf",59,8,25,25,0,10
"wIPq652khf",51,15,30,0,0,13
"wIPq652khf",42,25,20,0,0,0
"wIPq652khf",50,14,15,0,0,0
"wIPq652khf",60,19,14,0,0,0
"9guczPq5nq",50,20,14,0,0,0
"9guczPq5nq",40,12,21,0,0,0
"9guczPq5nq",53,21,22,0,0,0
"9guczPq5nq",48,11,20,0,0,0
"9guczPq5nq",49,17,21,0,0,0
"XZ2elQI12b",43,13,18,41,0,0
"XZ2elQI12b",34,19,15,0,0,0
"XZ2elQI12b",56,9,21,0,0,0
"XZ2elQI12b",48,5,15,0,0,0
"XZ2elQI12b",45,21,22,0,0,0
"BRQWr9s1WY",52,17,19,42,0,0
"BRQWr9s1WY",51,18,21,0,0,0
"BRQWr9s1WY",58,14,17,0,0,0
"BRQWr9s1WY",54,18,18,0,0,0
"BRQWr9s1WY",59,10,23,0,0,0
"3tGq4bKWUb",60,13,20,0,0,26
"3tGq4bKWUb",43,13,24,0,0,0
"3tGq4bKWUb",34,21,18,38,0,0
"3tGq4bKWUb",53,13,20,0,0,0
"3tGq4bKWUb",53,8,17,0,0,0
"0QtymWgMEn",55,13,24,0,0,0
"0QtymWgMEn",60,19,18,0,0,0
"0QtymWgMEn",52,15,26,0,0,0
"0QtymWgMEn",44,12,13,0,0,0
"0QtymWgMEn",30,13,7,0,0,0
"PLSHNTVSlM",59,23,22,0,0,0
"PLSHNTVSlM",57,13,15,0,0,0
"PLSHNTVSlM",59,17,10,0,0,0
"PLSHNTVSlM",51,14,19,0,0,0
"PLSHNTVSlM",48,23,28,0,0,0
"eInQqYfrew",54,19,12,28,0,0
"eInQqYfrew",47,23,28,0,0,0
"eInQqYfrew",51,19,20,0,0,0
"eInQqYfrew",38,13,24,30,0,0
"eInQqYfrew",55,13,21,0,0,0
"UK1BzwsBZc",46,13,18,0,0,0
"UK1BzwsBZc",43,12,23,0,0,0
"UK1BzwsBZc",45,18,23,0,0,0
"UK1BzwsBZc",49,22,20,0,0,0
"UK1BzwsBZc",59,19,24,0,0,0
"B7siFnoIRr",52,14,19,0,0,0
"B7siFnoIRr",46,19,17,0,0,0
"B7siFnoIRr",56,17,18,0,0,0
"B7siFnoIRr",52,16,24,0,0,0
"B7siFnoIRr",52,21,17,0,0,0
"mNeOxByNyb",51,9,16,44,0,0
"mNeOxByNyb",57,16,18,0,0,0
"mNeOxByNyb",56,18,17,0,0,0
"mNeOxByNyb",47,11,21,0,0,0
"mNeOxByNyb",55,11,10,0,0,0
"FGl9JNT78u",41,16,18,0,0,0
"FGl9JNT78u",58,16,27,0,0,0
"FGl9JNT78u",55,9,14,0,0,0
"FGl9JNT78u",42,16,25,0,0,0
"FGl9JNT78u",54,10,16,0,0,0
"LCy1a4vzRZ",56,17,13,0,0,0
"LCy1a4vzRZ",28,14,24,0,0,0
"LCy1a4vzRZ",37,13,20,0,0,0
"LCy1a4vzRZ",50,14,23,0,0,0
"LCy1a4vzRZ",50,18,19,0,0,0
"ZBn1aQqF6k",44,19,17,0,0,0
"ZBn1aQqF6k",50,13,21,0,0,0
"ZBn1aQqF6k",45,18,17,0,0,0
"ZBn1aQqF6k",54,8,25,37,0,28
"ZBn1aQqF6k",47,16,12,0,0,0
"SzgWDcIPSP",55,15,20,0,0,0
"SzgWDcIPSP",48,15,22,0,0,0
"SzgWDcIPSP",47,10,30,0,0,0
"SzgWDcIPSP",53,14,11,0,0,33
"SzgWDcIPSP",41,15,23,0,0,0
"1r4b2YQC0U",58,18,7,0,0,0
"1r4b2YQC0U",55,14,19,0,0,30
"1r4b2YQC0U",41,13,19,0,0,0
"1r4b2YQC0U",58,19,14,38,0,0
"1r4b2YQC0U",62,16,14,0,0,0
"IMIXwNrGOk",49,21,24,0,0,0
"IMIXwNrGOk",37,16,16,0,0,0
"IMIXwNrGOk",68,14,23,0,0,0
"IMIXwNrGOk",45,17,14,0,0,0
"IMIXwNrGOk",49,15,20,0,0,24
"6J4O659Vul",36,23,34,0,0,21
"6J4O659Vul",43,16,16,0,0,0
"6J4O659Vul",41,21,19,0,0,0
"6J4O659Vul",59,14,15,0,0,0
"6J4O659Vul",56,21,20,0,0,0
"dGetunQEbR",53,14,19,0,0,0
"dGetunQEbR",56,20,24,0,0,0
"dGetunQEbR",49,20,23,0,0,33
"dGetunQEbR",54,17,24,0,0,39
"dGetunQEbR",49,21,21,0,0,35
"57nRyzosk4",59,21,18,0,0,0
"57nRyzosk4",47,12,18,0,0,0
"57nRyzosk4",35,9,13,0,0,0
"57nRyzosk4",55,18,22,23,0,32
"57nRyzosk4",59,11,18,0,0,29
"hZRC8W0oKM",33,15,16,0,0,0
"hZRC8W0oKM",45,16,19,0,0,0
"hZRC8W0oKM",45,13,25,0,0,0
"hZRC8W0oKM",34,17,22,26,0,0
"hZRC8W0oKM",35,17,21,0,0,0
"sNkLXX3JPY",61,10,25,0,0,0
"sNkLXX3JPY",44,15,23,0,0,0
"sNkLXX3JPY",50,8,22,0,0,0
"sNkLXX3JPY",47,17,22,0,0,0
"sNkLXX3JPY",39,20,14,0,0,26
"qdru9Tyj4F",57,11,18,0,0,0
"qdru9Tyj4F",49,22,26,0,0,0
"qdru9Tyj4F",50,17,28,0,0,0
"qdru9Tyj4F",48,9,16,0,0,33
"qdru9Tyj4F",54,7,16,0,0,0
"sQWe5goa76",62,17,18,0,0,0
"sQWe5goa76",54,16,13,0,0,0
"sQWe5goa76",33,21,13,0,0,0
"sQWe5goa76",58,21,17,0,0,31
"sQWe5goa76",54,15,21,0,0,0
"SgLEYf2oiM",52,13,19,0,0,0
"SgLEYf2oiM",56,21,24,0,0,0
"SgLEYf2oiM",49,14,23,0,0,25
"SgLEYf2oiM",63,13,22,0,0,0
"SgLEYf2oiM",27,14,16,38,0,17
"KvUyqM702J",39,18,26,0,0,0
"KvUyqM702J",46,13,21,0,0,0
"KvUyqM702J",59,11,28,0,0,0
"KvUyqM702J",38,9,19,0,0,0
"KvUyqM702J",48,18,14,0,0,0
"NWZdQ7MvNN",51,15,24,0,0,0
"NWZdQ7MvNN",51,20,20,0,0,0
"NWZdQ7MvNN",49,11,18,0,0,0
"NWZdQ7MvNN",59,20,17,0,0,0
"NWZdQ7MvNN",54,20,19,0,0,32
"qdpPr2dSiq",50,13,27,0,0,0
"qdpPr2dSiq",47,13,20,0,0,0
"qdpPr2dSiq",54,23,23,0,0,0
"qdpPr2dSiq",35,8,18,0,0,0
"qdpPr2dSiq",46,13,21,0,0,0
"D17MmcEL71",62,19,17,0,0,0
"D17MmcEL71",24,17,26,0,0,20
"D17MmcEL71",59,17,18,0,0,0
"D17MmcEL71",38,19,17,0,0,0
"D17MmcEL71",50,13,15,0,0,0
"xMOLcUZHs0",51,19,30,0,0,29
"xMOLcUZHs0",39,18,24,0,0,30
"xMOLcUZHs0",38,27,21,0,0,0
"xMOLcUZHs0",51,15,14,0,0,39
"xMOLcUZHs0",52,22,23,0,0,0
"LHtqIQ03xz",56,17,22,38,0,31
"LHtqIQ03xz",58,11,24,0,0,0
"LHtqIQ03xz",45,8,20,36,0,0
"LHtqIQ03xz",48,14,15,0,0,29
"LHtqIQ03xz",56,17,26,28,0,0
"E0rrxIABVx",50,20,14,0,0,34
"E0rrxIABVx",46,8,22,44,0,0
"E0rrxIABVx",44,20,25,0,0,0
"E0rrxIABVx",66,20,28,0,0,0
"E0rrxIABVx",52,18,18,40,0,0
"hKyvrCsVmP",46,21,26,0,0,0
"hKyvrCsVmP",49,15,14,22,0,0
"hKyvrCsVmP",53,4,21,0,0,0
"hKyvrCsVmP",58,20,22,0,0,29
"hKyvrCsVmP",43,15,25,0,0,0
"hNTSFECKyF",42,19,22,0,0,0
"hNTSFECKyF",50,19,17,0,0,0
"hNTSFECKyF",46,13,17,0,0,0
"hNTSFECKyF",56,9,19,0,0,0
"hNTSFECKyF",55,21,16,44,0,0
"XI5Z6qU3iW",62,17,21,0,0,0
"XI5Z6qU3iW",57,25,25,0,0,0
"XI5Z6qU3iW",40,20,16,0,0,18
"XI5Z6qU3iW",46,17,24,0,0,0
"XI5Z6qU3iW",50,17,19,0,0,0
"DWLFmcCxpw",38,19,22,0,0,0
"DWLFmcCxpw",49,10,22,0,0,30
"DWLFmcCxpw",44,16,21,0,0,0
"DWLFmcCxpw",52,19,17,0,0,0
"DWLFmcCxpw",58,13,25,0,0,34
"CBUEhI5aP1",48,14,15,0,0,0
"CBUEhI5aP1",43,16,20,0,0,0
"CBUEhI5aP1",52,14,18,0,0,0
"CBUEhI5aP1",54,12,13,0,0,0
"CBUEhI5aP1",51,13,19,0,0,0
"Jx1W3FZVsE",52,16,22,0,0,27
"Jx1W3FZVsE",53,12,25,26,0,0
"Jx1W3FZVsE",58,20,28,0,0,0
"Jx1W3FZVsE",43,17,20,0,0,0
"Jx1W3FZVsE",59,23,24,0,0,35
"kyyo7vdCKf",63,19,17,37,0,0
"kyyo7vdCKf",58,18,17,0,0,0
"kyyo7vdCKf",55,20,14,21,0,35
"kyyo7vdCKf",52,15,22,0,0,0
"kyyo7vdCKf",50,12,12,0,0,0
"G1lpm54Q52",63,20,22,0,0,23
"G1lpm54Q52",44,13,26,0,0,0
"G1lpm54Q52",55,17,18,0,0,0
"G1lpm54Q52",55,20,29,0,0,0
"G1lpm54Q52",48,14,20,0,0,0
"3duxPZx6K2",42,17,19,0,0,47
"3duxPZx6K2",65,19,18,0,0,0
"3duxPZx6K2",48,19,26,0,0,0
"3duxPZx6K2",45,15,22,0,0,0
"3duxPZx6K2",38,12,20,0,0,34
"Q25gErRJYM",68,22,29,0,0,0
"Q25gErRJYM",48,10,15,0,0,0
"Q25gErRJYM",56,15,22,0,0,0
"Q25gErRJYM",43,9,24,0,0,0
"Q25gErRJYM",55,13,15,0,0,0
"XSmChygtOz",44,14,23,25,0,0
"XSmChygtOz",43,20,26,0,0,0
"XSmChygtOz",45,15,22,0,0,0
"XSmChygtOz",52,16,19,0,0,0
"XSmChygtOz",36,25,19,0,0,0
"bIZZLpEZzH",46,16,26,0,0,0
"bIZZLpEZzH",53,25,20,0,0,0
"bIZZLpEZzH",51,21,14,0,0,0
"bIZZLpEZzH",55,23,20,0,0,0
"bIZZLpEZzH",60,12,21,42,0,33
"ZGxGOQ7dXz",56,16,17,0,0,0
"ZGxGOQ7dXz",54,16,21,0,0,0
"ZGxGOQ7dXz",27,19,34,0,0,0
"ZGxGOQ7dXz",58,12,22,0,0,0
"ZGxGOQ7dXz",40,10,18,0,0,0
"MUmNjbT35I",36,19,16,0,0,0
"MUmNjbT35I",54,24,31,0,0,0
"MUmNjbT35I",58,13,25,0,0,0
"MUmNjbT35I",53,14,16,0,0,0
"MUmNjbT35I",50,14,11,0,0,0
"9hwyqcTpvC",61,16,14,0,0,0
"9hwyqcTpvC",48,14,16,0,0,0
"9hwyqcTpvC",49,15,28,0,0,0
"9hwyqcTpvC",42,12,14,0,0,0
"9hwyqcTpvC",66,14,20,0,0,0
"u9xSAyHAKQ",56,16,25,0,0,0
"u9xSAyHAKQ",47,13,23,0,0,0
"u9xSAyHAKQ",37,11,17,0,0,0
"u9xSAyHAKQ",44,22,12,0,0,21
"u9xSAyHAKQ",56,18,13,0,0,0
"1K3eqqZ2Fi",57,17,21,0,0,0
"1K3eqqZ2Fi",55,17,26,0,0,0
"1K3eqqZ2Fi",47,17,10,0,0,24
"1K3eqqZ2Fi",46,12,21,0,0,0
"1K3eqqZ2Fi",60,11,22,0,0,38
"dMBilNTrHe",56,15,17,0,0,0
"dMBilNTrHe",58,20,26,0,0,0
"dMBilNTrHe",50,14,24,0,0,0
"dMBilNTrHe",52,14,24,0,0,31
"dMBilNTrHe",29,18,20,0,0,0
"42VL33DVSy",51,17,14,0,0,0
"42VL33DVSy",55,17,18,0,0,0
"42VL33DVSy",51,11,27,24,0,0
"42VL33DVSy",51,16,19,0,0,0
"42VL33DVSy",63,22,17,0,0,0
"uNU1MvNoQc",64,18,32,0,0,0
"uNU1MvNoQc",49,20,22,0,0,40
"uNU1MvNoQc",47,26,21,0,0,0
"uNU1MvNoQc",50,22,19,0,0,0
"uNU1MvNoQc",42,13,13,0,0,0
"GKikm5vEca",53,13,15,0,0,0
"GKikm5vEca",54,17,20,0,0,0
"GKikm5vEca",35,14,18,0,0,0
"GKikm5vEca",50,19,24,26,0,0
"GKikm5vEca",44,21,12,0,0,0
"X1CE6bDVd2",48,15,30,0,0,0
"X1CE6bDVd2",42,17,18,0,0,25
"X1CE6bDVd2",55,6,8,0,0,0
"X1CE6bDVd2",63,16,13,0,0,0
"X1CE6bDVd2",52,25,22,42,0,0
"eex4ph9Duz",46,14,13,0,0,0
"eex4ph9Duz",30,17,22,0,0,0
"eex4ph9Duz",49,18,18,0,0,0
"eex4ph9Duz",54,12,18,0,0,0
"eex4ph9Duz",53,20,28,33,0,0
"rxgeRncIOT",39,10,25,0,0,0
"rxgeRncIOT",55,16,23,0,0,0
"rxgeRncIOT",56,15,17,0,0,0
"rxgeRncIOT",48,17,19,0,0,0
"rxgeRncIOT",48,19,25,0,0,33
"RkKY5GEuyc",38,13,17,19,0,0
"RkKY5GEuyc",40,13,27,0,0,35
"RkKY5GEuyc",51,13,16,0,0,0
"RkKY5GEuyc",48,14,25,0,0,0
"RkKY5GEuyc",40,14,17,0,0,0
"TREzGWGyVr",33,16,23,0,0,0
"TREzGWGyVr",43,16,12,0,0,0
"TREzGWGyVr",52,15,24,0,0,0
"TREzGWGyVr",52,16,28,0,0,0
"TREzGWGyVr",56,19,17,11,0,0
"c36NqHTWT1",51,14,22,0,0,0
"c36NqHTWT1",59,24,23,37,0,0
"c36NqHTWT1",56,15,14,0,0,0
"c36NqHTWT1",52,25,20,0,0,30
"c36NqHTWT1",60,22,19,0,0,0
"tL49lQU6u2",47,14,13,0,0,0
"tL49lQU6u2",52,16,19,0,0,0
"tL49lQU6u2",52,19,25,0,0,0
"tL49lQU6u2",46,18,24,0,0,31
"tL49lQU6u2",51,18,11,0,0,0
"a4V4ZSeMLy",49,17,10,36,0,0
"a4V4ZSeMLy",53,10,21,0,0,0
"a4V4ZSeMLy",36,21,14,15,0,0
"a4V4ZSeMLy",69,23,16,0,0,30
"a4V4ZSeMLy",68,20,24,0,0,0
"LwO5FULrWm",40,15,20,0,0,0
"LwO5FULrWm",56,19,26,0,0,22
"LwO5FULrWm",51,20,26,0,0,0
"LwO5FULrWm",66,15,23,0,0,0
"LwO5FULrWm",39,13,21,0,0,0
"1W1asxrF1B",40,12,29,0,0,0
"1W1asxrF1B",57,20,26,0,0,0
"1W1asxrF1B",39,14,25,0,0,0
"1W1asxrF1B",58,16,31,18,0,0
"1W1asxrF1B",53,21,25,0,0,0
"edidqizSc8",56,14,18,0,0,0
"edidqizSc8",46,14,16,0,0,0
"edidqizSc8",43,24,16,0,0,0
"edidqizSc8",47,19,27,47,0,0
"edidqizSc8",36,16,25,0,0,0
"adsy1NpCni",61,19,11,0,0,0
"adsy1NpCni",57,21,18,0,0,0
"adsy1NpCni",42,14,12,0,0,0
"adsy1NpCni",60,7,24,27,0,0
"adsy1NpCni",51,19,19,0,0,0
"fhYM2OKcVG",30,23,20,0,0,19
"fhYM2OKcVG",55,19,9,0,0,30
"fhYM2OKcVG",62,17,15,0,0,0
"fhYM2OKcVG",43,8,21,0,0,0
"fhYM2OKcVG",68,16,12,0,0,0
"bq8NKLxMi5",41,11,20,0,0,0
"bq8NKLxMi5",60,24,18,0,0,22
"bq8NKLxMi5",51,19,20,0,0,0
"bq8NKLxMi5",45,19,30,0,0,0
"bq8NKLxMi5",55,10,11,0,0,21
"8IhVyp3o8z",53,10,12,0,0,0
"8IhVyp3o8z",65,18,19,25,0,0
"8IhVyp3o8z",60,11,23,0,0,0
"8IhVyp3o8z",50,16,19,0,0,0
"8IhVyp3o8z",54,18,23,0,0,29
"7x6RHEvdI0",56,20,20,0,0,0
"7x6RHEvdI0",43,15,24,0,0,0
"7x6RHEvdI0",43,16,19,0,0,0
"7x6RHEvdI0",34,19,13,0,0,0
"7x6RHEvdI0",54,17,31,0,0,0
"VY9YKJlSsw",47,17,17,0,0,0
"VY9YKJlSsw",58,12,17,30,0,0
"VY9YKJlSsw",50,18,31,0,0,0
"VY9YKJlSsw",45,20,9,0,0,0
"VY9YKJlSsw",49,17,20,0,0,0
"JvZ5u03qBo",64,19,25,0,0,0
"JvZ5u03qBo",44,13,14,0,0,0
"JvZ5u03qBo",34,22,19,0,0,0
"JvZ5u03qBo",44,18,25,0,0,41
"JvZ5u03qBo",58,14,27,0,0,0
"vdwnca0lKp",46,18,14,0,0,29
"vdwnca0lKp",37,14,24,0,0,0
"vdwnca0lKp",62,15,30,0,0,0
"vdwnca0lKp",45,18,21,0,0,0
"vdwnca0lKp",52,20,11,34,0,0
