iso2,year,new_sp,gender,age_lb,age_ub,cases
MY,1985,NA,m,25,34,NA
MY,1986,NA,m,25,34,NA
MY,1987,NA,m,25,34,NA
MY,1988,NA,m,25,34,NA
MY,1989,NA,m,25,34,NA
MY,1990,NA,m,25,34,NA
MY,1991,NA,m,25,34,NA
MY,1992,NA,m,25,34,NA
MY,1993,6954,m,25,34,NA
MY,1994,6861,m,25,34,NA
MY,1995,6688,m,25,34,879
MY,1996,7271,m,25,34,1026
MY,1997,7496,m,25,34,1036
MY,1998,7802,m,25,34,1090
MY,1999,8207,m,25,34,1147
MY,2000,8156,m,25,34,1138
MY,2001,8309,m,25,34,1198
MY,2002,7958,m,25,34,1106
MY,2003,7989,m,25,34,2010
MY,2004,7843,m,25,34,2105
MY,2005,8446,m,25,34,2218
MY,2006,9414,m,25,34,855
MY,2007,9578,m,25,34,2224
MY,2008,10441,m,25,34,2445
MZ,1980,NA,m,25,34,NA
MZ,1981,NA,m,25,34,NA
MZ,1982,NA,m,25,34,NA
MZ,1983,NA,m,25,34,NA
MZ,1984,NA,m,25,34,NA
MZ,1985,NA,m,25,34,NA
MZ,1986,NA,m,25,34,NA
MZ,1987,NA,m,25,34,NA
MZ,1988,NA,m,25,34,NA
MZ,1989,NA,m,25,34,NA
MZ,1990,NA,m,25,34,NA
MZ,1991,NA,m,25,34,NA
MZ,1992,NA,m,25,34,NA
MZ,1993,9526,m,25,34,NA
MZ,1994,9677,m,25,34,NA
MZ,1995,10566,m,25,34,1475
MZ,1996,10478,m,25,34,1507
MZ,1997,11116,m,25,34,1608
MZ,1998,12116,m,25,34,NA
MZ,1999,12825,m,25,34,NA
MZ,2000,13257,m,25,34,NA
MZ,2001,13967,m,25,34,NA
MZ,2002,15236,m,25,34,NA
MZ,2003,16138,m,25,34,NA
MZ,2004,17058,m,25,34,NA
MZ,2005,17877,m,25,34,NA
MZ,2006,18275,m,25,34,NA
MZ,2007,18214,m,25,34,NA
MZ,2008,18824,m,25,34,NA
NA,1985,NA,m,25,34,NA
NA,1986,NA,m,25,34,NA
NA,1987,NA,m,25,34,NA
NA,1988,NA,m,25,34,NA
NA,1989,NA,m,25,34,NA
NA,1990,NA,m,25,34,NA
NA,1991,NA,m,25,34,NA
NA,1992,NA,m,25,34,NA
NA,1993,NA,m,25,34,NA
NA,1995,697,m,25,34,235
NA,1996,2849,m,25,34,613
NA,1997,3220,m,25,34,791
NA,1998,3598,m,25,34,816
NA,1999,3760,m,25,34,908
NA,2000,4012,m,25,34,874
NA,2001,4535,m,25,34,993
NA,2002,4689,m,25,34,1033
NA,2003,5487,m,25,34,1109
NA,2004,5155,m,25,34,1092
NA,2005,5222,m,25,34,1027
NA,2006,5356,m,25,34,1052
NA,2007,5091,m,25,34,1018
NA,2008,4828,m,25,34,1033
NC,1980,NA,m,25,34,NA
NC,1981,NA,m,25,34,NA
NC,1982,NA,m,25,34,NA
NC,1983,NA,m,25,34,NA
NC,1984,NA,m,25,34,NA
NC,1985,NA,m,25,34,NA
NC,1986,NA,m,25,34,NA
NC,1987,NA,m,25,34,NA
NC,1988,NA,m,25,34,NA
NC,1989,NA,m,25,34,NA
NC,1990,NA,m,25,34,NA
NC,1991,NA,m,25,34,NA
NC,1992,NA,m,25,34,NA
NC,1993,16,m,25,34,NA
NC,1994,28,m,25,34,NA
NC,1995,21,m,25,34,3
NC,1996,26,m,25,34,1
NC,1997,24,m,25,34,NA
NC,1998,26,m,25,34,NA
NC,1999,22,m,25,34,6
NC,2000,20,m,25,34,3
NC,2001,19,m,25,34,8
NC,2002,21,m,25,34,2
NC,2003,12,m,25,34,1
NC,2004,15,m,25,34,1
NC,2005,16,m,25,34,1
NC,2006,9,m,25,34,3
NC,2007,12,m,25,34,1
NC,2008,9,m,25,34,1
NE,1980,NA,m,25,34,NA
NE,1981,NA,m,25,34,NA
NE,1982,NA,m,25,34,NA
NE,1983,NA,m,25,34,NA
NE,1984,NA,m,25,34,NA
NE,1985,NA,m,25,34,NA
NE,1986,NA,m,25,34,NA
NE,1987,NA,m,25,34,NA
NE,1988,NA,m,25,34,NA
NE,1989,NA,m,25,34,NA
NE,1990,NA,m,25,34,NA
NE,1993,463,m,25,34,NA
NE,1994,1865,m,25,34,NA
NE,1995,1492,m,25,34,NA
NE,1996,NA,m,25,34,NA
NE,1997,3452,m,25,34,395
NE,1998,3195,m,25,34,511
NE,1999,2631,m,25,34,NA
NE,2000,3045,m,25,34,174
NE,2001,3476,m,25,34,NA
NE,2002,3495,m,25,34,NA
NE,2003,4505,m,25,34,1051
NE,2004,4311,m,25,34,NA
NE,2005,5050,m,25,34,1204
NE,2006,5279,m,25,34,1265
NE,2007,5773,m,25,34,1380
NE,2008,5853,m,25,34,1453
NG,1980,NA,m,25,34,NA
NG,1981,NA,m,25,34,NA
NG,1982,NA,m,25,34,NA
NG,1983,NA,m,25,34,NA
NG,1984,NA,m,25,34,NA
NG,1985,NA,m,25,34,NA
NG,1986,NA,m,25,34,NA
NG,1987,NA,m,25,34,NA
NG,1988,NA,m,25,34,NA
NG,1989,NA,m,25,34,NA
NG,1990,NA,m,25,34,NA
NG,1991,NA,m,25,34,NA
NG,1992,NA,m,25,34,NA
NG,1993,1723,m,25,34,NA
NG,1994,NA,m,25,34,NA
NG,1995,9476,m,25,34,921
NG,1996,10662,m,25,34,2557
NG,1997,11235,m,25,34,2095
NG,1998,13161,m,25,34,2543
NG,1999,15903,m,25,34,NA
NG,2000,17423,m,25,34,3164
NG,2001,23410,m,25,34,3281
NG,2002,21936,m,25,34,3719
NG,2003,28173,m,25,34,5388
NG,2004,33755,m,25,34,6252
NG,2005,35048,m,25,34,6758
NG,2006,39903,m,25,34,8145
NG,2007,44016,m,25,34,8541
NG,2008,46026,m,25,34,8910
NI,1980,NA,m,25,34,NA
NI,1981,NA,m,25,34,NA
NI,1982,NA,m,25,34,NA
NI,1983,NA,m,25,34,NA
NI,1984,NA,m,25,34,NA
NI,1985,NA,m,25,34,NA
NI,1986,NA,m,25,34,NA
NI,1987,NA,m,25,34,NA
NI,1988,NA,m,25,34,NA
NI,1989,NA,m,25,34,NA
NI,1990,NA,m,25,34,NA
NI,1991,NA,m,25,34,NA
NI,1992,NA,m,25,34,NA
NI,1993,1714,m,25,34,NA
NI,1994,1615,m,25,34,NA
NI,1995,1568,m,25,34,172
NI,1996,1722,m,25,34,200
NI,1997,1670,m,25,34,210
NI,1998,1648,m,25,34,193
NI,1999,1564,m,25,34,212
NI,2000,1471,m,25,34,174
NI,2001,1510,m,25,34,203
NI,2002,1320,m,25,34,180
NI,2003,1404,m,25,34,210
NI,2004,1327,m,25,34,179
NI,2005,1253,m,25,34,159
NI,2006,1285,m,25,34,151
NI,2007,1453,m,25,34,194
NI,2008,1394,m,25,34,190
NL,1980,NA,m,25,34,NA
NL,1981,NA,m,25,34,NA
NL,1982,NA,m,25,34,NA
NL,1983,NA,m,25,34,NA
NL,1984,NA,m,25,34,NA
NL,1985,NA,m,25,34,NA
NL,1986,NA,m,25,34,NA
NL,1987,NA,m,25,34,NA
NL,1988,NA,m,25,34,NA
NL,1989,NA,m,25,34,NA
NL,1990,NA,m,25,34,NA
NL,1991,NA,m,25,34,NA
NL,1992,NA,m,25,34,NA
NL,1993,1063,m,25,34,NA
NL,1994,NA,m,25,34,NA
NL,1995,575,m,25,34,119
NL,1996,358,m,25,34,65
NL,1997,312,m,25,34,65
NL,1998,254,m,25,34,40
NL,1999,308,m,25,34,67
NL,2000,289,m,25,34,63
NL,2001,307,m,25,34,51
NL,2002,330,m,25,34,54
NL,2003,282,m,25,34,50
NL,2004,360,m,25,34,54
NL,2005,237,m,25,34,42
NL,2006,203,m,25,34,23
NL,2007,187,m,25,34,22
NL,2008,189,m,25,34,24
NO,1980,NA,m,25,34,NA
NO,1981,NA,m,25,34,NA
NO,1982,NA,m,25,34,NA
NO,1983,NA,m,25,34,NA
NO,1984,NA,m,25,34,NA
NO,1985,NA,m,25,34,NA
NO,1986,NA,m,25,34,NA
NO,1987,NA,m,25,34,NA
NO,1988,NA,m,25,34,NA
NO,1989,NA,m,25,34,NA
NO,1990,NA,m,25,34,NA
NO,1991,NA,m,25,34,NA
NO,1992,NA,m,25,34,NA
NO,1993,NA,m,25,34,NA
NO,1994,86,m,25,34,NA
NO,1995,62,m,25,34,8
NO,1996,103,m,25,34,7
NO,1997,100,m,25,34,10
NO,1998,49,m,25,34,4
NO,1999,21,m,25,34,5
NO,2000,37,m,25,34,9
NO,2001,59,m,25,34,8
NO,2002,31,m,25,34,4
NO,2003,52,m,25,34,3
NO,2004,50,m,25,34,6
NO,2005,48,m,25,34,4
NO,2006,46,m,25,34,10
NO,2007,38,m,25,34,12
NO,2008,53,m,25,34,8
NP,1980,NA,m,25,34,NA
NP,1981,NA,m,25,34,NA
NP,1982,NA,m,25,34,NA
NP,1983,NA,m,25,34,NA
NP,1984,NA,m,25,34,NA
NP,1985,NA,m,25,34,NA
NP,1986,NA,m,25,34,NA
NP,1987,NA,m,25,34,NA
NP,1988,NA,m,25,34,NA
NP,1989,NA,m,25,34,NA
NP,1990,NA,m,25,34,NA
NP,1991,NA,m,25,34,NA
NP,1993,6679,m,25,34,NA
NP,1994,10442,m,25,34,NA
NP,1995,8591,m,25,34,NA
NP,1996,10365,m,25,34,1285
NP,1997,11323,m,25,34,NA
NP,1998,11306,m,25,34,1522
NP,1999,13410,m,25,34,1800
NP,2000,13683,m,25,34,1763
NP,2001,13683,m,25,34,1709
NP,2002,13714,m,25,34,1707
NP,2003,14348,m,25,34,1658
NP,2004,14614,m,25,34,1749
NP,2005,14617,m,25,34,1685
NP,2006,14028,m,25,34,1651
NP,2007,14355,m,25,34,1591
NP,2008,14640,m,25,34,1409
NR,1980,NA,m,25,34,NA
NR,1981,NA,m,25,34,NA
NR,1982,NA,m,25,34,NA
NR,1983,NA,m,25,34,NA
NR,1984,NA,m,25,34,NA
NR,1985,NA,m,25,34,NA
NR,1986,NA,m,25,34,NA
NR,1987,NA,m,25,34,NA
NR,1988,NA,m,25,34,NA
NR,1989,NA,m,25,34,NA
NR,1990,NA,m,25,34,NA
NR,1994,2,m,25,34,NA
NR,1998,NA,m,25,34,NA
NR,1999,2,m,25,34,0
NR,2000,4,m,25,34,NA
NR,2001,2,m,25,34,NA
NR,2002,2,m,25,34,1
NR,2003,1,m,25,34,0
NR,2004,NA,m,25,34,NA
NR,2005,0,m,25,34,NA
NR,2006,2,m,25,34,0
NR,2007,3,m,25,34,0
NR,2008,2,m,25,34,0
NU,1980,NA,m,25,34,NA
NU,1981,NA,m,25,34,NA
NU,1982,NA,m,25,34,NA
NU,1983,NA,m,25,34,NA
NU,1984,NA,m,25,34,NA
NU,1985,NA,m,25,34,NA
NU,1986,NA,m,25,34,NA
NU,1987,NA,m,25,34,NA
NU,1988,NA,m,25,34,NA
NU,1990,NA,m,25,34,NA
NU,1992,NA,m,25,34,NA
NU,1993,0,m,25,34,NA
NU,1994,0,m,25,34,NA
NU,1995,0,m,25,34,NA
NU,1996,1,m,25,34,NA
NU,1997,0,m,25,34,NA
NU,1998,0,m,25,34,NA
NU,1999,1,m,25,34,NA
NU,2000,0,m,25,34,NA
NU,2001,0,m,25,34,NA
NU,2002,1,m,25,34,NA
NU,2003,0,m,25,34,NA
NU,2004,0,m,25,34,0
NU,2005,0,m,25,34,0
NU,2006,0,m,25,34,0
NU,2007,0,m,25,34,0
NU,2008,NA,m,25,34,NA
NZ,1980,NA,m,25,34,NA
NZ,1981,NA,m,25,34,NA
NZ,1982,NA,m,25,34,NA
NZ,1983,NA,m,25,34,NA
NZ,1984,NA,m,25,34,NA
NZ,1985,NA,m,25,34,NA
NZ,1986,NA,m,25,34,NA
NZ,1987,NA,m,25,34,NA
NZ,1988,NA,m,25,34,NA
NZ,1989,NA,m,25,34,NA
NZ,1990,NA,m,25,34,NA
NZ,1991,NA,m,25,34,NA
NZ,1992,NA,m,25,34,NA
NZ,1993,91,m,25,34,NA
NZ,1994,61,m,25,34,NA
NZ,1995,78,m,25,34,3
NZ,1996,90,m,25,34,3
NZ,1997,83,m,25,34,6
NZ,1998,106,m,25,34,10
NZ,1999,94,m,25,34,8
NZ,2000,74,m,25,34,5
NZ,2001,68,m,25,34,2
NZ,2002,88,m,25,34,14
NZ,2003,106,m,25,34,10
NZ,2004,111,m,25,34,13
NZ,2005,83,m,25,34,10
NZ,2006,97,m,25,34,5
NZ,2007,81,m,25,34,1
NZ,2008,101,m,25,34,4
OM,1980,NA,m,25,34,NA
OM,1981,NA,m,25,34,NA
OM,1982,NA,m,25,34,NA
OM,1983,NA,m,25,34,NA
OM,1984,NA,m,25,34,NA
OM,1985,NA,m,25,34,NA
OM,1986,NA,m,25,34,NA
OM,1987,NA,m,25,34,NA
OM,1988,NA,m,25,34,NA
OM,1989,NA,m,25,34,NA
OM,1990,NA,m,25,34,NA
OM,1991,NA,m,25,34,NA
OM,1992,NA,m,25,34,NA
OM,1993,123,m,25,34,NA
OM,1994,135,m,25,34,NA
OM,1995,135,m,25,34,12
OM,1996,164,m,25,34,14
OM,1997,165,m,25,34,16
OM,1998,156,m,25,34,9
OM,1999,120,m,25,34,11
OM,2000,164,m,25,34,9
OM,2001,156,m,25,34,8
OM,2002,151,m,25,34,18
OM,2003,110,m,25,34,32
OM,2004,160,m,25,34,12
OM,2005,131,m,25,34,11
OM,2006,184,m,25,34,19
OM,2007,187,m,25,34,25
OM,2008,171,m,25,34,28
PA,1980,NA,m,25,34,NA
PA,1981,NA,m,25,34,NA
PA,1982,NA,m,25,34,NA
PA,1983,NA,m,25,34,NA
PA,1984,NA,m,25,34,NA
PA,1985,NA,m,25,34,NA
PA,1986,NA,m,25,34,NA
PA,1987,NA,m,25,34,NA
PA,1988,NA,m,25,34,NA
PA,1989,NA,m,25,34,NA
PA,1990,NA,m,25,34,NA
PA,1991,NA,m,25,34,NA
PA,1992,NA,m,25,34,NA
PA,1993,1046,m,25,34,NA
PA,1994,748,m,25,34,NA
PA,1995,1066,m,25,34,193
PA,1996,904,m,25,34,132
PA,1997,592,m,25,34,173
PA,1998,1393,m,25,34,14
PA,1999,432,m,25,34,209
PA,2000,460,m,25,34,78
PA,2001,671,m,25,34,109
PA,2002,773,m,25,34,108
PA,2003,778,m,25,34,122
PA,2004,884,m,25,34,123
PA,2005,860,m,25,34,129
PA,2006,858,m,25,34,134
PA,2007,833,m,25,34,139
PA,2008,829,m,25,34,117
PE,1980,NA,m,25,34,NA
PE,1981,NA,m,25,34,NA
PE,1982,NA,m,25,34,NA
PE,1983,NA,m,25,34,NA
PE,1984,NA,m,25,34,NA
PE,1985,NA,m,25,34,NA
PE,1986,NA,m,25,34,NA
PE,1987,NA,m,25,34,NA
PE,1988,NA,m,25,34,NA
PE,1989,NA,m,25,34,NA
PE,1990,NA,m,25,34,NA
PE,1991,NA,m,25,34,NA
PE,1992,NA,m,25,34,NA
PE,1993,35646,m,25,34,NA
PE,1994,33925,m,25,34,NA
PE,1995,32096,m,25,34,849
PE,1996,26800,m,25,34,789
PE,1997,27498,m,25,34,3853
PE,1998,27707,m,25,34,3987
PE,1999,24511,m,25,34,3007
PE,2000,22580,m,25,34,2875
PE,2001,21685,m,25,34,2887
PE,2002,20533,m,25,34,622
PE,2003,18504,m,25,34,506
PE,2004,18289,m,25,34,2085
PE,2005,18490,m,25,34,2670
PE,2006,19251,m,25,34,2470
PE,2007,17796,m,25,34,2239
PE,2008,17989,m,25,34,2233
PF,1980,NA,m,25,34,NA
PF,1981,NA,m,25,34,NA
PF,1982,NA,m,25,34,NA
PF,1983,NA,m,25,34,NA
PF,1984,NA,m,25,34,NA
PF,1985,NA,m,25,34,NA
PF,1986,NA,m,25,34,NA
PF,1987,NA,m,25,34,NA
PF,1988,NA,m,25,34,NA
PF,1989,NA,m,25,34,NA
PF,1990,NA,m,25,34,NA
PF,1991,NA,m,25,34,NA
PF,1992,NA,m,25,34,NA
PF,1993,NA,m,25,34,NA
PF,1994,38,m,25,34,NA
PF,1995,NA,m,25,34,NA
PF,1996,37,m,25,34,7
PF,1997,41,m,25,34,2
PF,1998,34,m,25,34,4
PF,1999,33,m,25,34,2
PF,2000,29,m,25,34,3
PF,2001,0,m,25,34,1
PF,2002,28,m,25,34,2
PF,2003,21,m,25,34,2
PF,2004,30,m,25,34,2
PF,2005,21,m,25,34,2
PF,2006,24,m,25,34,1
PF,2007,19,m,25,34,2
PF,2008,20,m,25,34,1
PG,1980,NA,m,25,34,NA
PG,1981,NA,m,25,34,NA
PG,1982,NA,m,25,34,NA
PG,1983,NA,m,25,34,NA
PG,1984,NA,m,25,34,NA
PG,1985,NA,m,25,34,NA
PG,1986,NA,m,25,34,NA
PG,1987,NA,m,25,34,NA
PG,1988,NA,m,25,34,NA
PG,1989,NA,m,25,34,NA
PG,1990,NA,m,25,34,NA
PG,1991,NA,m,25,34,NA
PG,1992,NA,m,25,34,NA
PG,1993,NA,m,25,34,NA
PG,1994,NA,m,25,34,NA
PG,1995,1652,m,25,34,NA
PG,1996,447,m,25,34,25
PG,1997,1195,m,25,34,8
PG,1998,2107,m,25,34,57
PG,1999,2140,m,25,34,25
PG,2000,1933,m,25,34,70
PG,2001,1351,m,25,34,72
PG,2002,1345,m,25,34,133
PG,2003,2310,m,25,34,153
PG,2004,1896,m,25,34,138
PG,2005,1805,m,25,34,205
PG,2006,1948,m,25,34,220
PG,2007,2087,m,25,34,171
PG,2008,2323,m,25,34,207
PH,1980,NA,m,25,34,NA
PH,1981,NA,m,25,34,NA
PH,1982,NA,m,25,34,NA
PH,1983,NA,m,25,34,NA
PH,1984,NA,m,25,34,NA
PH,1985,NA,m,25,34,NA
PH,1986,NA,m,25,34,NA
PH,1987,NA,m,25,34,NA
PH,1988,NA,m,25,34,NA
PH,1989,NA,m,25,34,NA
PH,1990,NA,m,25,34,NA
PH,1991,NA,m,25,34,NA
PH,1992,NA,m,25,34,NA
PH,1993,92279,m,25,34,NA
PH,1994,87401,m,25,34,NA
PH,1995,94768,m,25,34,56
PH,1996,86695,m,25,34,47
PH,1997,80163,m,25,34,273
PH,1998,69476,m,25,34,292
PH,1999,73373,m,25,34,NA
PH,2000,67056,m,25,34,NA
PH,2001,59341,m,25,34,NA
PH,2002,65148,m,25,34,NA
PH,2003,72670,m,25,34,9302
PH,2004,78163,m,25,34,10328
PH,2005,81647,m,25,34,11275
PH,2006,85740,m,25,34,11697
PH,2007,86566,m,25,34,11781
PH,2008,85025,m,25,34,11741
PK,1980,NA,m,25,34,NA
PK,1981,NA,m,25,34,NA
PK,1982,NA,m,25,34,NA
PK,1983,NA,m,25,34,NA
PK,1984,NA,m,25,34,NA
PK,1985,NA,m,25,34,NA
PK,1986,NA,m,25,34,NA
PK,1987,NA,m,25,34,NA
PK,1988,NA,m,25,34,NA
PK,1989,NA,m,25,34,NA
PK,1990,NA,m,25,34,NA
PK,1991,NA,m,25,34,NA
PK,1993,11020,m,25,34,NA
PK,1994,NA,m,25,34,NA
PK,1995,2578,m,25,34,230
PK,1996,1849,m,25,34,NA
PK,1997,NA,m,25,34,NA
PK,1998,14974,m,25,34,449
PK,1999,6248,m,25,34,178
PK,2000,3285,m,25,34,387
PK,2001,10935,m,25,34,891
PK,2002,16380,m,25,34,1734
PK,2003,21301,m,25,34,2346
PK,2004,31557,m,25,34,3309
PK,2005,48319,m,25,34,4759
PK,2006,65253,m,25,34,6896
PK,2007,88747,m,25,34,8790
PK,2008,100102,m,25,34,9889
PL,1980,NA,m,25,34,NA
PL,1981,NA,m,25,34,NA
PL,1982,NA,m,25,34,NA
PL,1983,NA,m,25,34,NA
PL,1984,NA,m,25,34,NA
PL,1985,NA,m,25,34,NA
PL,1986,NA,m,25,34,NA
PL,1987,NA,m,25,34,NA
PL,1988,NA,m,25,34,NA
PL,1989,NA,m,25,34,NA
PL,1990,NA,m,25,34,NA
PL,1991,NA,m,25,34,NA
PL,1992,NA,m,25,34,NA
PL,1993,7606,m,25,34,NA
PL,1994,4000,m,25,34,NA
PL,1995,6955,m,25,34,295
PL,1996,6819,m,25,34,545
PL,1997,3497,m,25,34,278
PL,1998,3502,m,25,34,266
PL,1999,3177,m,25,34,219
PL,2000,3180,m,25,34,303
PL,2001,3155,m,25,34,242
PL,2002,3060,m,25,34,206
PL,2003,2983,m,25,34,234
PL,2004,2777,m,25,34,225
PL,2005,2823,m,25,34,199
PL,2006,2835,m,25,34,215
PL,2007,2827,m,25,34,213
PL,2008,2650,m,25,34,175
PR,1980,NA,m,25,34,NA
PR,1981,NA,m,25,34,NA
PR,1982,NA,m,25,34,NA
PR,1983,NA,m,25,34,NA
PR,1984,NA,m,25,34,NA
PR,1985,NA,m,25,34,NA
PR,1986,NA,m,25,34,NA
PR,1987,NA,m,25,34,NA
PR,1988,NA,m,25,34,NA
PR,1989,NA,m,25,34,NA
PR,1990,NA,m,25,34,NA
PR,1991,NA,m,25,34,NA
PR,1993,122,m,25,34,NA
PR,1994,139,m,25,34,NA
PR,1995,128,m,25,34,12
PR,1996,110,m,25,34,20
PR,1997,126,m,25,34,13
PR,1998,106,m,25,34,11
PR,1999,106,m,25,34,9
PR,2000,81,m,25,34,4
PR,2001,74,m,25,34,4
PR,2002,78,m,25,34,7
PR,2003,62,m,25,34,5
PR,2004,65,m,25,34,7
PR,2005,60,m,25,34,4
PR,2006,69,m,25,34,7
PR,2007,56,m,25,34,2
PR,2008,52,m,25,34,4
PS,1980,NA,m,25,34,NA
PS,1981,NA,m,25,34,NA
PS,1982,NA,m,25,34,NA
PS,1983,NA,m,25,34,NA
PS,1984,NA,m,25,34,NA
PS,1985,NA,m,25,34,NA
PS,1986,NA,m,25,34,NA
PS,1987,NA,m,25,34,NA
PS,1988,NA,m,25,34,NA
PS,1989,NA,m,25,34,NA
PS,1990,NA,m,25,34,NA
PS,1991,NA,m,25,34,NA
PS,1992,NA,m,25,34,NA
PS,1995,9,m,25,34,0
PS,1996,24,m,25,34,2
PS,1998,8,m,25,34,1
PS,2000,37,m,25,34,NA
PS,2001,31,m,25,34,NA
PS,2002,NA,m,25,34,NA
PS,2003,15,m,25,34,1
PS,2004,4,m,25,34,1
PS,2005,7,m,25,34,NA
PS,2006,16,m,25,34,3
PS,2007,13,m,25,34,3
PS,2008,16,m,25,34,1
PT,1980,NA,m,25,34,NA
PT,1981,NA,m,25,34,NA
PT,1982,NA,m,25,34,NA
PT,1983,NA,m,25,34,NA
PT,1984,NA,m,25,34,NA
PT,1985,NA,m,25,34,NA
PT,1986,NA,m,25,34,NA
PT,1987,NA,m,25,34,NA
PT,1988,NA,m,25,34,NA
PT,1989,NA,m,25,34,NA
PT,1990,NA,m,25,34,NA
PT,1991,NA,m,25,34,NA
PT,1992,NA,m,25,34,NA
PT,1993,NA,m,25,34,NA
PT,1994,2072,m,25,34,NA
PT,1995,2019,m,25,34,363
PT,1996,1938,m,25,34,359
PT,1997,1628,m,25,34,313
PT,1998,2016,m,25,34,367
PT,1999,1801,m,25,34,288
PT,2000,1863,m,25,34,375
PT,2001,2042,m,25,34,329
PT,2002,1976,m,25,34,342
PT,2003,1742,m,25,34,297
PT,2004,1514,m,25,34,258
PT,2005,1302,m,25,34,227
PT,2006,1300,m,25,34,211
PT,2007,1173,m,25,34,178
PT,2008,1053,m,25,34,155
PW,1980,NA,m,25,34,NA
PW,1981,NA,m,25,34,NA
PW,1982,NA,m,25,34,NA
PW,1983,NA,m,25,34,NA
PW,1984,NA,m,25,34,NA
PW,1985,NA,m,25,34,NA
PW,1986,NA,m,25,34,NA
PW,1987,NA,m,25,34,NA
PW,1988,NA,m,25,34,NA
PW,1989,NA,m,25,34,NA
PW,1991,NA,m,25,34,NA
PW,1992,NA,m,25,34,NA
PW,1993,8,m,25,34,NA
PW,1994,11,m,25,34,NA
PW,1995,9,m,25,34,3
PW,1996,4,m,25,34,0
PW,1997,7,m,25,34,1
PW,1998,NA,m,25,34,NA
PW,1999,20,m,25,34,2
PW,2001,NA,m,25,34,NA
PW,2002,9,m,25,34,1
PW,2003,5,m,25,34,1
PW,2004,5,m,25,34,NA
PW,2005,3,m,25,34,2
PW,2006,6,m,25,34,1
PW,2007,5,m,25,34,1
PW,2008,NA,m,25,34,NA
PY,1980,NA,m,25,34,NA
PY,1981,NA,m,25,34,NA
PY,1982,NA,m,25,34,NA
PY,1983,NA,m,25,34,NA
PY,1984,NA,m,25,34,NA
PY,1985,NA,m,25,34,NA
PY,1986,NA,m,25,34,NA
PY,1987,NA,m,25,34,NA
PY,1988,NA,m,25,34,NA
PY,1989,NA,m,25,34,NA
PY,1990,993,m,25,34,NA
PY,1991,943,m,25,34,NA
PY,1992,862,m,25,34,NA
PY,1993,985,m,25,34,NA
PY,1994,873,m,25,34,NA
PY,1995,748,m,25,34,71
PY,1996,894,m,25,34,100
PY,1997,859,m,25,34,82
PY,1998,850,m,25,34,101
PY,1999,1041,m,25,34,157
PY,2000,900,m,25,34,103
PY,2001,915,m,25,34,106
PY,2002,1004,m,25,34,127
PY,2003,1166,m,25,34,174
PY,2004,1199,m,25,34,132
PY,2005,1260,m,25,34,185
PY,2006,1452,m,25,34,221
PY,2007,1276,m,25,34,221
PY,2008,1345,m,25,34,227
QA,1980,NA,m,25,34,NA
QA,1981,NA,m,25,34,NA
QA,1982,NA,m,25,34,NA
QA,1983,NA,m,25,34,NA
QA,1984,NA,m,25,34,NA
QA,1985,NA,m,25,34,NA
QA,1986,NA,m,25,34,NA
QA,1987,NA,m,25,34,NA
QA,1988,NA,m,25,34,NA
QA,1989,NA,m,25,34,NA
QA,1990,NA,m,25,34,NA
QA,1991,NA,m,25,34,NA
QA,1993,NA,m,25,34,NA
QA,1994,NA,m,25,34,NA
QA,1995,60,m,25,34,12
QA,1996,46,m,25,34,7
QA,1997,39,m,25,34,11
QA,1998,69,m,25,34,17
QA,1999,58,m,25,34,15
QA,2000,53,m,25,34,19
QA,2001,77,m,25,34,0
QA,2002,64,m,25,34,12
QA,2003,95,m,25,34,27
QA,2004,73,m,25,34,13
QA,2005,96,m,25,34,15
QA,2006,115,m,25,34,21
QA,2007,116,m,25,34,38
QA,2008,201,m,25,34,67
RO,1980,NA,m,25,34,NA
RO,1981,NA,m,25,34,NA
RO,1982,NA,m,25,34,NA
RO,1983,NA,m,25,34,NA
RO,1984,NA,m,25,34,NA
RO,1985,NA,m,25,34,NA
RO,1986,NA,m,25,34,NA
RO,1987,NA,m,25,34,NA
RO,1988,NA,m,25,34,NA
RO,1989,NA,m,25,34,NA
RO,1990,NA,m,25,34,NA
RO,1991,NA,m,25,34,NA
RO,1992,NA,m,25,34,NA
RO,1993,9339,m,25,34,NA
RO,1994,10385,m,25,34,NA
RO,1995,10469,m,25,34,2322
RO,1996,10359,m,25,34,1640
RO,1997,11666,m,25,34,1618
RO,1998,10841,m,25,34,1624
RO,1999,10317,m,25,34,1524
RO,2000,10202,m,25,34,1508
RO,2001,11184,m,25,34,1670
RO,2002,10703,m,25,34,1682
RO,2003,10418,m,25,34,1565
RO,2004,10888,m,25,34,1582
RO,2005,10801,m,25,34,1511
RO,2006,9814,m,25,34,1306
RO,2007,9425,m,25,34,1149
RO,2008,9511,m,25,34,1124
RS,2005,1105,m,25,34,96
RS,2006,1136,m,25,34,91
RS,2007,1146,m,25,34,59
RS,2008,848,m,25,34,51
RU,1980,NA,m,25,34,NA
RU,1981,NA,m,25,34,NA
RU,1982,NA,m,25,34,NA
RU,1983,NA,m,25,34,NA
RU,1984,NA,m,25,34,NA
RU,1985,NA,m,25,34,NA
RU,1986,NA,m,25,34,NA
RU,1987,NA,m,25,34,NA
RU,1988,NA,m,25,34,NA
RU,1989,NA,m,25,34,NA
RU,1990,NA,m,25,34,NA
RU,1991,NA,m,25,34,NA
